saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
46.160.209.194,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13607.0,e10c,,,0.0,3.0,False
46.160.209.194,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36460.0,0ed2,,,0.0,3.0,False
46.160.209.194,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12508.0,2709,,0x1,3.0,3.0,False
46.160.209.194,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39986.0,fa5a,,,0.0,3.0,False
46.160.209.194,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61026.0,3f1c,,,0.0,3.0,False
46.160.209.194,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20335.0,0bf2,,,0.0,3.0,False
46.160.209.194,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34876.0,a174,,,0.0,3.0,False
46.160.209.194,/info,1.0,2.0,2.0,2.05 Content,48287.0,492d,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""159eab56-c57e-11e6-8115-f7ab712a6b75"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
46.160.209.194,/,1.0,2.0,2.0,4.04 Not Found,25156.0,9397,,,0.0,3.0,True
46.34.132.14,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13608.0,e10d,,,0.0,3.0,False
46.34.132.14,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36461.0,0ed3,,,0.0,3.0,False
46.34.132.14,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12509.0,270a,,0x1,3.0,3.0,False
46.34.132.14,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39987.0,fa5b,,,0.0,3.0,False
46.34.132.14,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61027.0,3f1d,,,0.0,3.0,False
46.34.132.14,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20336.0,0bf3,,,0.0,3.0,False
46.34.132.14,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34877.0,a175,,,0.0,3.0,False
46.34.132.14,/info,1.0,2.0,2.0,2.05 Content,48288.0,492e,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""15986e6c-c57e-11e6-8115-2764bccfcfc9"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic 4G III"",""version"":""0.3.5-1""}",128.0,3.0,False
46.34.132.14,/,1.0,2.0,2.0,4.04 Not Found,25157.0,9398,,,0.0,3.0,True
46.72.191.110,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13609.0,e10e,,,0.0,3.0,False
46.72.191.110,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36462.0,0ed4,,,0.0,3.0,False
46.72.191.110,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12510.0,270b,,0x1,3.0,3.0,False
46.72.191.110,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39988.0,fa5c,,,0.0,3.0,False
46.72.191.110,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61028.0,3f1e,,,0.0,3.0,False
46.72.191.110,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20337.0,0bf4,,,0.0,3.0,False
46.72.191.110,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34878.0,a176,,,0.0,3.0,False
46.72.191.110,/info,1.0,2.0,2.0,2.05 Content,48289.0,492f,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""15fafa14-dd95-11e9-8f23-e14cf613f8df"",""http_port"":80,""type"":""router"",""name"":""Keenetic Extra"",""version"":""0.3.5-1""}",121.0,3.0,False
46.72.191.110,/,1.0,2.0,2.0,4.04 Not Found,25158.0,9399,,,0.0,3.0,True
46.163.129.153,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13610.0,e10f,,,0.0,3.0,False
46.163.129.153,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36463.0,0ed5,,,0.0,3.0,False
46.163.129.153,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12511.0,270c,,0x1,3.0,3.0,False
46.163.129.153,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39989.0,fa5d,,,0.0,3.0,False
46.163.129.153,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61029.0,3f1f,,,0.0,3.0,False
46.163.129.153,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20338.0,0bf5,,,0.0,3.0,False
46.163.129.153,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34879.0,a177,,,0.0,3.0,False
46.163.129.153,/info,1.0,2.0,2.0,2.05 Content,48290.0,4930,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""e9a9b6ee-eb1c-11ea-8f23-3709795257fb"",""http_port"":80,""type"":""router"",""name"":""Keenetic Omni"",""version"":""0.3.5-1""}",120.0,3.0,False
46.163.129.153,/,1.0,2.0,2.0,4.04 Not Found,25159.0,939a,,,0.0,3.0,True
45.84.69.171,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13611.0,e110,,,0.0,3.0,False
45.84.69.171,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36464.0,0ed6,,,0.0,3.0,False
45.84.69.171,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12512.0,270d,,0x1,3.0,3.0,False
45.84.69.171,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39990.0,fa5e,,,0.0,3.0,False
45.84.69.171,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61030.0,3f20,,,0.0,3.0,False
45.84.69.171,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20339.0,0bf6,,,0.0,3.0,False
45.84.69.171,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34880.0,a178,,,0.0,3.0,False
45.84.69.171,/info,1.0,2.0,2.0,2.05 Content,48291.0,4931,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""9ca31b4a-2b79-11e6-8115-eb6911e20b5b"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
45.84.69.171,/,1.0,2.0,2.0,4.04 Not Found,25160.0,939b,,,0.0,3.0,True
46.233.254.99,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13612.0,e111,,,0.0,3.0,False
46.233.254.99,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36465.0,0ed7,,,0.0,3.0,False
46.233.254.99,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12513.0,270e,,0x1,3.0,3.0,False
46.233.254.99,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39991.0,fa5f,,,0.0,3.0,False
46.233.254.99,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61031.0,3f21,,,0.0,3.0,False
46.233.254.99,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20340.0,0bf7,,,0.0,3.0,False
46.233.254.99,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34881.0,a179,,,0.0,3.0,False
46.233.254.99,/info,1.0,2.0,2.0,2.05 Content,48292.0,4932,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""ee6ac8e6-3679-11e6-8115-b50b7ae82591"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
46.233.254.99,/,1.0,2.0,2.0,4.04 Not Found,25161.0,939c,,,0.0,3.0,True
37.232.229.8,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13613.0,e112,,,0.0,3.0,False
37.232.229.8,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36466.0,0ed8,,,0.0,3.0,False
37.232.229.8,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,12514.0,270f,,0x1,3.0,3.0,False
37.232.229.8,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,39992.0,fa60,,,0.0,3.0,False
37.232.229.8,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,61032.0,3f22,,,0.0,3.0,False
37.232.229.8,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,20341.0,0bf8,,,0.0,3.0,False
37.232.229.8,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,34882.0,a17a,,,0.0,3.0,False
37.232.229.8,/info,1.0,2.0,2.0,2.05 Content,48293.0,4933,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""ee6aebc8-3679-11e6-8115-694185896842"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
37.232.229.8,/,1.0,2.0,2.0,4.04 Not Found,25162.0,939d,,,0.0,3.0,True
37.193.126.23,/register,1.0,2.0,2.0,4.05 Method Not Allowed,13614.0,e113,,,0.0,3.0,False
37.193.126.23,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36467.0,0ed9,,,0.0,3.0,False
