saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
176.227.191.88,/register,1.0,2.0,2.0,4.05 Method Not Allowed,12555.0,154e,,,0.0,3.0,False
176.227.191.88,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,46116.0,cf6f,,,0.0,3.0,False
176.227.191.88,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,22450.0,3bb9,,0x1,3.0,3.0,False
176.227.191.88,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,43471.0,9280,,,0.0,3.0,False
176.227.191.88,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,19816.0,867d,,,0.0,3.0,False
176.227.191.88,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,15556.0,f0de,,,0.0,3.0,False
176.227.191.88,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,26986.0,7c66,,,0.0,3.0,False
176.227.191.88,/info,1.0,2.0,2.0,2.05 Content,2174.0,0f70,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""d97dad1a-9092-11e9-8f23-bdafbdc786de"",""http_port"":80,""type"":""router"",""name"":""Keenetic Lite"",""version"":""0.3.5-1""}",120.0,3.0,False
176.227.191.88,/,1.0,2.0,2.0,4.04 Not Found,50036.0,2f54,,,0.0,3.0,True
188.32.72.46,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,12556.0,154f,,,0.0,3.0,False
188.32.72.46,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,46117.0,cf70,,,0.0,3.0,False
188.32.72.46,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,22451.0,3bba,,,0.0,3.0,False
188.32.72.46,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,43472.0,9281,,,0.0,3.0,False
188.32.72.46,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,19817.0,867e,,,0.0,3.0,False
188.32.72.46,/info,1.0,2.0,2.0,2.05 Content,15557.0,f0df,"{""CONTENT_FORMAT"": ""TEXT""}","{""cloud"":true,""dpn"":true,""eula"":true,""password"":true,""cid"":""84ad7f02-b0b1-11ed-9396-6bbcfb8a6bc9"",""vendor"":""Keenetic"",""name"":""Keenetic Orbiter Pro"",""type"":""extender"",""version"":""4.02.C.6.3-1"",""http_port"":80}",206.0,3.0,False
188.32.72.46,/,1.0,2.0,2.0,4.04 Not Found,26987.0,7c67,,,0.0,3.0,True
188.116.176.139,/register,1.0,2.0,2.0,4.05 Method Not Allowed,12557.0,1550,,,0.0,3.0,False
188.116.176.139,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,46118.0,cf71,,,0.0,3.0,False
188.116.176.139,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,22452.0,3bbb,,0x1,3.0,3.0,False
188.116.176.139,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,43473.0,9282,,,0.0,3.0,False
188.116.176.139,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,19818.0,867f,,,0.0,3.0,False
188.116.176.139,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,15558.0,f0e0,,,0.0,3.0,False
188.116.176.139,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,26988.0,7c68,,,0.0,3.0,False
188.116.176.139,/info,1.0,2.0,2.0,2.05 Content,2175.0,0f71,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""f90e0d98-1578-11e6-8115-d9ca749e73d5"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Lite III"",""version"":""0.3.5-1""}",130.0,3.0,False
188.116.176.139,/,1.0,2.0,2.0,4.04 Not Found,50037.0,2f55,,,0.0,3.0,True
176.62.189.81,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,12558.0,1551,,,0.0,3.0,False
176.62.189.81,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,46119.0,cf72,,,0.0,3.0,False
176.62.189.81,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,22453.0,3bbc,,,0.0,3.0,False
176.62.189.81,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,43474.0,9283,,,0.0,3.0,False
176.62.189.81,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,19819.0,8680,,,0.0,3.0,False
176.62.189.81,/info,1.0,2.0,2.0,2.05 Content,15559.0,f0e1,"{""CONTENT_FORMAT"": ""TEXT""}","{""cloud"":true,""dpn"":true,""eula"":true,""password"":true,""cid"":""d6120038-a39a-11ea-9396-9de0c2b5e5f0"",""vendor"":""Keenetic"",""name"":""Keenetic Ultra"",""type"":""router"",""version"":""4.03.C.6.0-5"",""http_port"":80}",198.0,3.0,False
176.62.189.81,/,1.0,2.0,2.0,4.04 Not Found,26989.0,7c69,,,0.0,3.0,True
176.120.236.209,/register,1.0,2.0,2.0,4.05 Method Not Allowed,12559.0,1552,,,0.0,3.0,False
176.120.236.209,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,46120.0,cf73,,,0.0,3.0,False
176.120.236.209,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,22454.0,3bbd,,0x1,3.0,3.0,False
176.120.236.209,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,43475.0,9284,,,0.0,3.0,False
176.120.236.209,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,19820.0,8681,,,0.0,3.0,False
176.120.236.209,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,15560.0,f0e2,,,0.0,3.0,False
176.120.236.209,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,26990.0,7c6a,,,0.0,3.0,False
176.120.236.209,/info,1.0,2.0,2.0,2.05 Content,2176.0,0f72,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""7e6424d2-04f8-11e6-8115-654931ba1dcd"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",130.0,3.0,False
176.120.236.209,/,1.0,2.0,2.0,4.04 Not Found,50038.0,2f56,,,0.0,3.0,True
178.208.242.236,/register,1.0,2.0,2.0,4.05 Method Not Allowed,12560.0,1553,,,0.0,3.0,False
178.208.242.236,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,46121.0,cf74,,,0.0,3.0,False
178.208.242.236,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,22455.0,3bbe,,0x1,3.0,3.0,False
178.208.242.236,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,43476.0,9285,,,0.0,3.0,False
178.208.242.236,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,19821.0,8682,,,0.0,3.0,False
