saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
112.45.139.249,/qlink,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/qlink/searchgw,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform/boot,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform/bootstrap,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform/data,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform/heartbeat,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/device/inform/offline,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/ekit,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/ekit/boot,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/ekit/bootstrap,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/ekit/heartbeat,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/ekit/searchgw,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/.well-known/core,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.45.139.249,/,,,,,,,,Network error: ConRetransmitsExceeded,,,
112.206.139.156,/,1.0,2.0,2.0,2.05 Content,60939.0,a368,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.206.139.156,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,27334.0,f817,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,51692.0,9510,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,32775.0,e7a9,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,15717.0,a07f,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,36433.0,075c,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,6635.0,5199,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15563.0,b8be,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,45088.0,0b5b,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1791.0,b600,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,18802.0,d0de,,Method Not Allowed,18.0,3.0,False
112.206.139.156,/async,1.0,0.0,2.0,2.05 Content,7197.0,90f9,,done,4.0,3.0,False
112.203.33.240,/,1.0,2.0,2.0,2.05 Content,60940.0,a369,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.203.33.240,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,27335.0,f818,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,51693.0,9511,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,32776.0,e7aa,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,15718.0,a080,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,36434.0,075d,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,6636.0,519a,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15564.0,b8bf,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,45089.0,0b5c,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1792.0,b601,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,18803.0,d0df,,Method Not Allowed,18.0,3.0,False
112.203.33.240,/async,1.0,0.0,2.0,2.05 Content,7197.0,90fa,,done,4.0,3.0,False
122.52.30.177,/,1.0,2.0,2.0,2.05 Content,60941.0,a36a,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
122.52.30.177,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,27336.0,f819,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,51694.0,9512,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,32777.0,e7ab,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,15719.0,a081,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,36435.0,075e,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,6637.0,519b,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15565.0,b8c0,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,45090.0,0b5d,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1793.0,b602,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,18804.0,d0e0,,Method Not Allowed,18.0,3.0,False
122.52.30.177,/async,1.0,0.0,2.0,2.05 Content,7197.0,90fb,,done,4.0,3.0,False
112.205.90.24,/,1.0,2.0,2.0,2.05 Content,60942.0,a36b,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.205.90.24,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,27337.0,f81a,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,51695.0,9513,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,32778.0,e7ac,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,15720.0,a082,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,36436.0,075f,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,6638.0,519c,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15566.0,b8c1,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,45091.0,0b5e,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1794.0,b603,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,18805.0,d0e1,,Method Not Allowed,18.0,3.0,False
112.205.90.24,/async,1.0,0.0,2.0,2.05 Content,46877.0,90fc,,done,4.0,3.0,False
112.209.28.209,/,1.0,2.0,2.0,2.05 Content,60943.0,a36c,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
112.209.28.209,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,27338.0,f81b,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,51696.0,9514,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,32779.0,e7ad,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,15721.0,a083,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,36437.0,0760,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,6639.0,519d,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,15567.0,b8c2,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,45092.0,0b5f,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,1795.0,b604,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,18806.0,d0e2,,Method Not Allowed,18.0,3.0,False
112.209.28.209,/async,1.0,0.0,2.0,2.05 Content,7197.0,90fd,,done,4.0,3.0,False
117.220.40.45,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,60944.0,a36d,,,0.0,3.0,False
117.220.40.45,/qlink/ack,,,,,,,,Network error: MessageError,,,
117.220.40.45,/qlink/request,1.0,2.0,2.0,2.05 Content,51697.0,9515,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242.0,3.0,False
117.220.40.45,/qlink/searchgw,,,,,,,,Network error: ConRetransmitsExceeded,,,
117.220.40.45,/qlink/success,1.0,2.0,2.0,2.05 Content,15722.0,a084,"{""CONTENT_FORMAT"": ""TEXT""}",,0.0,3.0,False
117.220.40.45,/qlink/wlantest,,,,,,,,Network error: ConRetransmitsExceeded,,,
117.220.40.45,/gw,1.0,2.0,2.0,4.05 Method Not Allowed,6640.0,519e,,,0.0,3.0,False
117.220.40.45,/gw/query,1.0,2.0,2.0,4.05 Method Not Allowed,15568.0,b8c3,,,0.0,3.0,False
117.220.40.45,/gw/query/DiagnotorConnection,1.0,2.0,2.0,2.05 Content,45093.0,0b60,"{""CONTENT_FORMAT"": ""TEXT""}",010_68D1BA0243E8,16.0,3.0,False
117.220.40.45,/gw/query/apdevices,1.0,2.0,2.0,2.05 Content,1796.0,b605,"{""CONTENT_FORMAT"": ""TEXT""}","{""APDevices"":[]}",16.0,3.0,False
117.220.40.45,/basic,1.0,2.0,2.0,4.05 Method Not Allowed,18807.0,d0e3,,,0.0,3.0,False
117.220.40.45,/basic/heartbeat,1.0,2.0,2.0,2.05 Content,19244.0,90fe,"{""CONTENT_FORMAT"": ""TEXT""}",heartBeatTime:30000,19.0,3.0,False
117.220.40.45,/basic/regist,1.0,2.0,2.0,2.05 Content,34068.0,9e6d,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80.0,3.0,False
117.220.40.45,/basic/show,1.0,2.0,2.0,2.05 Content,22932.0,a707,"{""CONTENT_FORMAT"": ""TEXT""}","userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54.0,3.0,False
117.220.40.45,/device,1.0,2.0,2.0,4.05 Method Not Allowed,15512.0,6ff7,,,0.0,3.0,False
117.220.40.45,/device/command,1.0,2.0,2.0,4.05 Method Not Allowed,23313.0,ef2d,,,0.0,3.0,False
117.220.40.45,/device/command/control,1.0,2.0,2.0,2.05 Content,42469.0,81d7,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,",20.0,3.0,False
117.220.40.45,/device/command/data,1.0,2.0,2.0,2.05 Content,8139.0,0e71,"{""CONTENT_FORMAT"": ""TEXT""}",[],2.0,3.0,False
117.220.40.45,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,50718.0,9875,,,0.0,3.0,False
117.220.40.45,/device/inform/boot,1.0,2.0,2.0,2.05 Content,29693.0,6094,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
117.220.40.45,/device/inform/bootstrap,1.0,2.0,2.0,2.05 Content,59396.0,497f,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192.0,3.0,False
