saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
111.38.23.116,/,1,ACK,2,2.05 Content,44016,7bd8,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see https://libcoap.net)
Copyright (C) 2010--2019 Olaf Bergmann <bergmann@tzi.org> and others

",136
111.38.23.116,/qlink/searchdevice,1,ACK,2,4.05 Method Not Allowed,18334,98eb,,Method Not Allowed,18
111.38.23.116,/qlink/netinfo,1,ACK,2,4.05 Method Not Allowed,34837,ce75,,Method Not Allowed,18
111.38.23.116,/qlink/searchack,1,ACK,2,4.05 Method Not Allowed,36697,375a,,Method Not Allowed,18
111.38.23.116,/device/command/unbind,1,ACK,2,4.05 Method Not Allowed,13385,ef7b,,Method Not Allowed,18
111.38.23.116,/device/command/file,1,ACK,2,4.05 Method Not Allowed,13288,6c6a,,Method Not Allowed,18
111.38.23.116,/device/command/log,1,ACK,2,4.05 Method Not Allowed,5526,9889,,Method Not Allowed,18
111.38.23.116,/device/command/selfdetect,1,ACK,2,4.05 Method Not Allowed,51321,6702,,Method Not Allowed,18
111.38.23.116,/qlink/searchdevice?true,1,ACK,2,4.05 Method Not Allowed,42994,5090,,Method Not Allowed,18
111.38.23.116,/qlink/searchRouter?true,1,ACK,2,4.05 Method Not Allowed,62093,c2e9,,Method Not Allowed,18
111.38.23.116,/qlink/guide?true,1,ACK,2,4.05 Method Not Allowed,29876,dc66,,Method Not Allowed,18
111.38.23.116,/qlink/request?true,1,ACK,2,4.05 Method Not Allowed,6266,f4d6,,Method Not Allowed,18
111.38.23.116,/apdevice/control/WiFiParameterSync,1,ACK,2,4.05 Method Not Allowed,39253,c11a,,Method Not Allowed,18
111.38.23.116,/apdevice/control/WiFiSwitch,1,ACK,2,4.05 Method Not Allowed,13457,5081,,Method Not Allowed,18
111.38.23.116,/apdevice/control/RadioConfig,1,ACK,2,4.05 Method Not Allowed,61511,053e,,Method Not Allowed,18
111.38.23.116,/apdevice/control/WPS,1,ACK,2,4.05 Method Not Allowed,62669,9736,,Method Not Allowed,18
111.38.23.116,/apdevice/control/MacFilter,1,ACK,2,4.05 Method Not Allowed,33700,ff55,,Method Not Allowed,18
111.38.23.116,/apdevice/control/Reboot,1,ACK,2,4.05 Method Not Allowed,51700,140c,,Method Not Allowed,18
111.38.23.116,/apdevice/control/LEDControl,1,ACK,2,4.05 Method Not Allowed,53324,c5c3,,Method Not Allowed,18
