saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
111.8.239.24,/qlink,1,ACK,2,4.05 Method Not Allowed,26599,28d1,,,0
111.8.239.24,/qlink/ack,,,,,,,,Network error: MessageError,
111.8.239.24,/qlink/request,1,ACK,2,2.05 Content,55096,e4e6,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
111.8.239.24,/qlink/searchgw,1,ACK,2,2.05 Content,16360,d65c,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
111.8.239.24,/qlink/success,1,ACK,2,2.05 Content,29297,530f,{'CONTENT_FORMAT': 'TEXT'},,0
111.8.239.24,/qlink/wlantest,,,,,,,,Network error: ConRetransmitsExceeded,
111.8.239.24,/gw,1,ACK,2,4.05 Method Not Allowed,62076,edb5,,,0
111.8.239.24,/gw/query,1,ACK,2,4.05 Method Not Allowed,46280,e54a,,,0
111.8.239.24,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,23618,6455,{'CONTENT_FORMAT': 'TEXT'},"010_3455949D9070{""apmsOnlineStatus"":0}",38
111.8.239.24,/gw/query/apdevices,1,ACK,2,2.05 Content,32807,b066,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
111.8.239.24,/gw/query/config,1,ACK,2,2.05 Content,32716,97ac,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
111.8.239.24,/basic,1,ACK,2,4.05 Method Not Allowed,31955,4973,,,0
111.8.239.24,/basic/regist,1,ACK,2,2.05 Content,17744,95f8,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
111.8.239.24,/basic/show,1,ACK,2,2.05 Content,10385,a97d,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
111.8.239.24,/device,1,ACK,2,4.05 Method Not Allowed,42787,b1a5,,,0
111.8.239.24,/device/command,1,ACK,2,4.05 Method Not Allowed,29332,d1d7,,,0
111.8.239.24,/device/command/control,1,ACK,2,2.05 Content,19649,a1cd,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
111.8.239.24,/device/command/data,1,ACK,2,2.05 Content,50540,43c4,{'CONTENT_FORMAT': 'TEXT'},[],2
111.8.239.24,/device/inform,1,ACK,2,4.05 Method Not Allowed,60890,f424,,,0
111.8.239.24,/device/inform/boot,1,ACK,2,2.05 Content,34267,af9e,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
111.8.239.24,/device/inform/bootstrap,1,ACK,2,2.05 Content,4295,87f0,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192
