saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
42.188.33.207,/,1.0,2.0,2.0,2.05 Content,23716.0,5287,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
42.188.33.207,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,36886.0,b6d9,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,54336.0,5bc9,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,11927.0,9644,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,1143.0,3ba4,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,23538.0,5272,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,4235.0,81d0,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,18752.0,7ee5,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,11125.0,f88d,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,19297.0,8a15,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,9159.0,dcbc,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/device/inform/change,1.0,2.0,2.0,4.05 Method Not Allowed,53267.0,be98,,Method Not Allowed,18.0,3.0,False
42.188.33.207,/async,1.0,0.0,2.0,2.05 Content,43082.0,9e71,,done,4.0,3.0,False
46.44.12.154,/register,1.0,2.0,2.0,4.05 Method Not Allowed,23717.0,5288,,,0.0,3.0,False
46.44.12.154,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36887.0,b6da,,,0.0,3.0,False
46.44.12.154,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,54337.0,5bca,,0x1,3.0,3.0,False
46.44.12.154,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,11928.0,9645,,,0.0,3.0,False
46.44.12.154,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,1144.0,3ba5,,,0.0,3.0,False
46.44.12.154,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,23539.0,5273,,,0.0,3.0,False
46.44.12.154,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,4236.0,81d1,,,0.0,3.0,False
46.44.12.154,/info,1.0,2.0,2.0,2.05 Content,18753.0,7ee6,"{""CONTENT_FORMAT"": ""TEXT""}","{""cid"":""c583ef32-30f9-11e6-8115-65c3f4978634"",""http_port"":80,""type"":""router"",""name"":""ZyXEL Keenetic Start II"",""version"":""0.3.5-1""}",130.0,3.0,False
46.44.12.154,/,1.0,2.0,2.0,4.04 Not Found,11126.0,f88e,,,0.0,3.0,True
46.148.143.237,/register,1.0,2.0,2.0,4.05 Method Not Allowed,23718.0,5289,,,0.0,3.0,False
46.148.143.237,/ndm/dis,1.0,2.0,2.0,4.00 Bad Request,36888.0,b6db,,,0.0,3.0,False
46.148.143.237,/ndm/ci,1.0,2.0,2.0,4.00 Bad Request,54338.0,5bcb,,0x1,3.0,3.0,False
46.148.143.237,/mirror,1.0,2.0,2.0,4.05 Method Not Allowed,11929.0,9646,,,0.0,3.0,False
46.148.143.237,/uhp,1.0,2.0,2.0,4.05 Method Not Allowed,1145.0,3ba6,,,0.0,3.0,False
46.148.143.237,/ndm/logout,1.0,2.0,2.0,4.05 Method Not Allowed,23540.0,5274,,,0.0,3.0,False
46.148.143.237,/ndm/login,1.0,2.0,2.0,4.05 Method Not Allowed,4237.0,81d2,,,0.0,3.0,False
