saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
175.137.153.240,/,1.0,2.0,2.0,2.05 Content,19141.0,e741,"{""CONTENT_FORMAT"": ""TEXT"", ""MAX_AGE"": ""196607""}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127.0,3.0,False
175.137.153.240,/qlink/searchfh,1.0,2.0,2.0,4.05 Method Not Allowed,42159.0,c1f5,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/qlink/searchgw,1.0,2.0,2.0,4.05 Method Not Allowed,33510.0,44b5,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/qlink/request,1.0,2.0,2.0,4.05 Method Not Allowed,25589.0,316f,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/qlink/success,1.0,2.0,2.0,4.05 Method Not Allowed,23265.0,e4cb,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/bootstrap,1.0,2.0,2.0,4.05 Method Not Allowed,53352.0,89ad,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/boot,1.0,2.0,2.0,4.05 Method Not Allowed,64292.0,b4f5,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/syncreq,1.0,2.0,2.0,4.05 Method Not Allowed,23445.0,bf03,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/offline,1.0,2.0,2.0,4.05 Method Not Allowed,35188.0,4c8a,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/heartbeat,1.0,2.0,2.0,4.05 Method Not Allowed,6876.0,fd6d,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/data,1.0,2.0,2.0,4.05 Method Not Allowed,58623.0,faed,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/device/inform/change,1.0,2.0,2.0,4.05 Method Not Allowed,49579.0,8350,,Method Not Allowed,18.0,3.0,False
175.137.153.240,/async,1.0,0.0,2.0,2.05 Content,26042.0,d959,,done,4.0,3.0,False
183.214.57.170,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,19142.0,e742,,,0.0,3.0,False
183.214.57.170,/qlink/searchgw,1.0,2.0,2.0,4.00 Bad Request,42160.0,c1f6,"{""CONTENT_FORMAT"": ""TEXT""}",not soupport GET,16.0,3.0,False
183.214.57.170,/device,1.0,2.0,2.0,4.05 Method Not Allowed,33511.0,44b6,,,0.0,3.0,False
183.214.57.170,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,25590.0,3170,,,0.0,3.0,False
183.214.57.170,/device/inform/boot,1.0,2.0,2.0,4.00 Bad Request,23266.0,e4cc,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
