saddr,uri,version,mtype,token-length,code,mid,token,options,payload,payload-length,observable,user_inserted
183.221.180.215,/qlink,1.0,2.0,2.0,4.05 Method Not Allowed,28414.0,729a,,,0.0,3.0,False
183.221.180.215,/qlink/searchgw,1.0,2.0,2.0,4.00 Bad Request,24133.0,54d9,"{""CONTENT_FORMAT"": ""TEXT""}",not soupport GET,16.0,3.0,False
183.221.180.215,/device,1.0,2.0,2.0,4.05 Method Not Allowed,43166.0,3d31,,,0.0,3.0,False
183.221.180.215,/device/inform,1.0,2.0,2.0,4.05 Method Not Allowed,5439.0,ab8a,,,0.0,3.0,False
183.221.180.215,/device/inform/boot,1.0,2.0,2.0,4.00 Bad Request,49741.0,0e86,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194.0,3.0,False
183.221.180.215,/device/inform/bootstrap,1.0,2.0,2.0,4.00 Bad Request,29410.0,6b55,"{""CONTENT_FORMAT"": ""TEXT""}","should post example:{""deviceMac"":""AABBCCDDEEFF"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.12"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",191.0,3.0,False
183.221.180.215,/device/inform/data,1.0,2.0,2.0,4.00 Bad Request,44508.0,14c9,"{""CONTENT_FORMAT"": ""TEXT""}",should post ,12.0,3.0,False
183.221.180.215,/device/inform/heartbeat,1.0,2.0,2.0,4.00 Bad Request,44936.0,bd19,"{""CONTENT_FORMAT"": ""TEXT""}","should post example,{
""deviceId"": ""deviceId""

}",47.0,3.0,False
183.221.180.215,/device/inform/offline,1.0,2.0,2.0,4.00 Bad Request,11820.0,3c2c,"{""CONTENT_FORMAT"": ""TEXT""}",should post ,12.0,3.0,False
183.221.180.215,/ekit,1.0,2.0,2.0,4.05 Method Not Allowed,4256.0,3b7c,,,0.0,3.0,False
