saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
178.208.240.111,/register,1,ACK,2,4.05 Method Not Allowed,22398,8299,,,0
178.208.240.111,/ndm/dis,1,ACK,2,4.00 Bad Request,58547,11db,,,0
178.208.240.111,/ndm/ci,1,ACK,2,4.00 Bad Request,48749,02bf,,0x1,3
178.208.240.111,/mirror,1,ACK,2,4.05 Method Not Allowed,43518,4029,,,0
178.208.240.111,/uhp,1,ACK,2,4.05 Method Not Allowed,29245,dc01,,,0
178.208.240.111,/ndm/logout,1,ACK,2,4.05 Method Not Allowed,21746,ad11,,,0
178.208.240.111,/ndm/login,1,ACK,2,4.05 Method Not Allowed,8767,0337,,,0
178.208.240.111,/info,1,ACK,2,2.05 Content,10307,2555,{'CONTENT_FORMAT': 'TEXT'},"{""cid"":""e0b86044-8299-11ea-9396-139bcf587533"",""http_port"":80,""type"":""router"",""name"":""Keenetic Ultra"",""version"":""0.3.5""}",119
124.217.38.19,/,1,ACK,2,2.05 Content,18833,3180,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
124.217.38.19,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,25129,66a7,,Method Not Allowed,18
124.217.38.19,/qlink/searchgw,1,ACK,2,4.05 Method Not Allowed,41478,2f08,,Method Not Allowed,18
124.217.38.19,/qlink/request,1,ACK,2,4.05 Method Not Allowed,41913,2907,,Method Not Allowed,18
124.217.38.19,/qlink/success,1,ACK,2,4.05 Method Not Allowed,12038,728e,,Method Not Allowed,18
124.217.38.19,/device/inform/bootstrap,1,ACK,2,4.05 Method Not Allowed,34577,41ee,,Method Not Allowed,18
124.217.38.19,/device/inform/boot,1,ACK,2,4.05 Method Not Allowed,26298,1456,,Method Not Allowed,18
124.217.38.19,/device/inform/syncreq,1,ACK,2,4.05 Method Not Allowed,62213,337b,,Method Not Allowed,18
124.217.38.19,/device/inform/offline,1,ACK,2,4.05 Method Not Allowed,14715,04ac,,Method Not Allowed,18
124.217.38.19,/device/inform/heartbeat,1,ACK,2,4.05 Method Not Allowed,48684,e172,,Method Not Allowed,18
124.217.38.19,/device/inform/data,1,ACK,2,4.05 Method Not Allowed,29964,f496,,Method Not Allowed,18
124.217.38.19,/async,1,CON,2,2.05 Content,7202,0363,,done,4
112.204.149.51,/,1,ACK,2,2.05 Content,16415,223a,"{'CONTENT_FORMAT': 'TEXT', 'MAX_AGE': '196607'}","This is a test server made with libcoap (see http://libcoap.sf.net)
Copyright (C) 2010--2013 Olaf Bergmann <bergmann@tzi.org>

",127
112.204.149.51,/qlink/searchfh,1,ACK,2,4.05 Method Not Allowed,10469,6e35,,Method Not Allowed,18
112.204.149.51,/qlink/searchgw,1,ACK,1,4.05 Method Not Allowed,23230,8b,,Method Not Allowed,18
112.204.149.51,/qlink/request,1,ACK,2,4.05 Method Not Allowed,11404,1684,,Method Not Allowed,18
112.204.149.51,/qlink/success,1,ACK,2,4.05 Method Not Allowed,58142,1342,,Method Not Allowed,18
