saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
117.177.213.165,/qlink,1,ACK,2,4.05 Method Not Allowed,40601,30b2,,,0
117.177.213.165,/qlink/ack,,,,,,,,Network error: MessageError,
117.177.213.165,/qlink/queryGwExt,1,ACK,2,2.05 Content,45903,8a35,{'CONTENT_FORMAT': 'TEXT'},"{""gatewayMac"":""1C4176B7A471"",""firmwareVersion"":""CMDC;H2-3"",""type"":1,""gatewayManufacturer"":""CMDC"",""softwareVersion"":""V2.6.03.03;OSGI1.0;2.6.1-230712"",""gatewaySn"":""CMDCB18D8406"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""SCH""}",221
117.177.213.165,/qlink/request,1,ACK,2,2.05 Content,1561,572f,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
117.177.213.165,/qlink/searchgw,1,ACK,2,2.05 Content,57858,c350,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
117.177.213.165,/qlink/success,1,ACK,2,2.05 Content,52501,1989,{'CONTENT_FORMAT': 'TEXT'},,0
117.177.213.165,/qlink/wlantest,,,,,,,,Network error: MessageError,
117.177.213.165,/gw,1,ACK,2,4.05 Method Not Allowed,26634,0c2f,,,0
117.177.213.165,/gw/query,1,ACK,2,4.05 Method Not Allowed,62440,1d77,,,0
117.177.213.165,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,4196,ea69,{'CONTENT_FORMAT': 'TEXT'},"090_1C4176B7A471{""apmsOnlineStatus"":0}",38
117.177.213.165,/gw/query/apdevices,1,ACK,2,2.05 Content,63356,9fc1,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
117.177.213.165,/gw/query/config,1,ACK,2,2.05 Content,59959,723f,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
117.177.213.165,/basic,1,ACK,2,4.05 Method Not Allowed,37450,ccdc,,,0
117.177.213.165,/basic/regist,1,ACK,2,2.05 Content,15784,3941,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
