saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
112.44.162.172,/qlink,1,ACK,2,4.05 Method Not Allowed,52236,eaf5,,,0
112.44.162.172,/qlink/ack,,,,,,,,Network error: MessageError,
112.44.162.172,/qlink/queryGwExt,1,ACK,2,2.05 Content,45464,da8a,{'CONTENT_FORMAT': 'TEXT'},"{""gatewayMac"":""6458ADFD0450"",""firmwareVersion"":""CIOT;GM220-S"",""type"":1,""gatewayManufacturer"":""CIOT"",""softwareVersion"":""V1A0.A04.01;1.0;2.6.1-230712"",""gatewaySn"":""CIOT09FD0450"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""SCH""}",221
112.44.162.172,/qlink/request,1,ACK,2,2.05 Content,27170,4505,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
112.44.162.172,/qlink/searchgw,1,ACK,2,2.05 Content,44472,2845,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
112.44.162.172,/qlink/success,1,ACK,2,2.05 Content,6802,ec66,{'CONTENT_FORMAT': 'TEXT'},,0
112.44.162.172,/qlink/wlantest,,,,,,,,Network error: MessageError,
112.44.162.172,/gw,1,ACK,2,4.05 Method Not Allowed,23360,ac16,,,0
112.44.162.172,/gw/query,1,ACK,2,4.05 Method Not Allowed,25952,58dd,,,0
112.44.162.172,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,13444,c435,{'CONTENT_FORMAT': 'TEXT'},"090_6458ADFD0450{""apmsOnlineStatus"":0}",38
112.44.162.172,/gw/query/apdevices,1,ACK,2,2.05 Content,61041,11f0,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
112.44.162.172,/gw/query/config,1,ACK,2,2.05 Content,32981,c50c,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
112.44.162.172,/basic,1,ACK,2,4.05 Method Not Allowed,6567,a790,,,0
112.44.162.172,/basic/regist,1,ACK,2,2.05 Content,31790,d31e,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
112.44.162.172,/basic/show,1,ACK,2,2.05 Content,45778,7874,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
112.44.162.172,/device,1,ACK,2,4.05 Method Not Allowed,31635,9bfd,,,0
112.44.162.172,/device/command,1,ACK,2,4.05 Method Not Allowed,29602,816f,,,0
112.44.162.172,/device/command/control,1,ACK,2,2.05 Content,62491,80e7,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
112.44.162.172,/device/command/data,1,ACK,2,2.05 Content,53936,f022,{'CONTENT_FORMAT': 'TEXT'},[],2
112.44.162.172,/device/inform,1,ACK,2,4.05 Method Not Allowed,316,8bf9,,,0
112.44.162.172,/device/inform/boot,1,ACK,2,2.05 Content,63440,3643,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
112.44.162.172,/device/inform/bootstrap,1,ACK,2,2.05 Content,37770,c12c,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192
112.44.162.172,/device/inform/data,1,ACK,2,2.05 Content,61992,7587,{'CONTENT_FORMAT': 'TEXT'},"
 postRequestText: null",23
112.44.162.172,/device/inform/heartbeat,1,ACK,2,2.05 Content,38058,069a,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
112.44.162.172,/device/inform/offline,1,ACK,2,2.05 Content,42117,4239,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
112.44.162.172,/device/inform/requestSync,1,ACK,2,2.05 Content,50338,90bc,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
112.44.162.172,/.well-known/core,1,ACK,2,2.05 Content,29297,c50c,"{'CONTENT_FORMAT': 'LINKFORMAT', 'SIZE2': 'BlockwiseTuple(block_number=2, more=False, size_exponent=5)', 'BLOCK2': '1098'}","</qlink>,</qlink/ack>;title=""Qlink-ACK Resource"",</qlink/queryGwExt>;title=""queryGwExt Resource"",</qlink/request>;title=""Qlink-Request Resource"",</qlink/searchgw>;title=""SearchGW Resource"",</qlink/success>;title=""Qlink-Success Resource"",</qlink/wlantest>;title=""Qlink-WLAN Resource"",</gw>,</gw/query>,</gw/query/DiagnotorConnection>;title=""Connect To Diagnotor"",</gw/query/apdevices>;title=""apdevices Data Resource"",</gw/query/config>;title=""config-properties Resource"",</basic>,</basic/regist>;title=""Qlink-Regist Resource"",</basic/show>;title=""Qlink-SHOW Resource"",</device>,</device/command>,</device/command/control>;title=""Device Control Resource"",</device/command/data>;title=""Control Data Resource"",</device/inform>,</device/inform/boot>;title=""Boot-Request Resource"",</device/inform/bootstrap>;title=""bootstrap-Request Resource"",</device/inform/data>;obs;title=""Inform Data Resource"",</device/inform/heartbeat>;title=""HeartBeat Resource"",</device/inform/offline>;title=""ChildDevice Offline Resource"",</device/inform/requestSync>;title=""AP device request synchronization"",</.well-known/core>",1098
117.141.143.70,/qlink,1,ACK,2,4.05 Method Not Allowed,27107,78ac,,,0
117.141.143.70,/qlink/ack,,,,,,,,Network error: MessageError,
117.141.143.70,/qlink/request,1,ACK,2,2.05 Content,2928,6a92,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
117.141.143.70,/qlink/searchgw,1,ACK,2,2.05 Content,36741,52d2,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
