saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
111.61.24.150,/qlink,1,ACK,2,4.05 Method Not Allowed,45664,de82,,,0
111.61.24.150,/qlink/ack,,,,,,,,Network error: MessageError,
111.61.24.150,/qlink/queryGwExt,1,ACK,2,2.05 Content,48736,50f1,{'CONTENT_FORMAT': 'TEXT'},"{""gatewayMac"":""C02D2E075E41"",""firmwareVersion"":""CMDC;HX5-9saLite"",""type"":0,""gatewayManufacturer"":""CMDC"",""softwareVersion"":""V32.AA1.04;1.0;2.6.1-230712"",""gatewaySn"":""CMDC14A50B8D"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""HEB""}",224
111.61.24.150,/qlink/request,1,ACK,2,2.05 Content,28233,0e2b,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
111.61.24.150,/qlink/searchgw,1,ACK,2,2.05 Content,31542,0b05,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
111.61.24.150,/qlink/success,1,ACK,2,2.05 Content,11561,3649,{'CONTENT_FORMAT': 'TEXT'},,0
111.61.24.150,/qlink/wlantest,,,,,,,,Network error: MessageError,
111.61.24.150,/gw,1,ACK,2,4.05 Method Not Allowed,7620,4c77,,,0
111.61.24.150,/gw/query,1,ACK,2,4.05 Method Not Allowed,38099,1336,,,0
111.61.24.150,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,1835,a980,{'CONTENT_FORMAT': 'TEXT'},"090_C02D2E075E41{""apmsOnlineStatus"":0}",38
111.61.24.150,/gw/query/apdevices,1,ACK,2,2.05 Content,22977,8bf6,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
111.61.24.150,/gw/query/config,1,ACK,2,2.05 Content,61115,4137,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
111.61.24.150,/basic,1,ACK,2,4.05 Method Not Allowed,62609,b4b5,,,0
111.61.24.150,/basic/regist,1,ACK,2,2.05 Content,53015,ba2d,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
111.61.24.150,/basic/show,1,ACK,2,2.05 Content,45978,d8b6,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
111.61.24.150,/device,1,ACK,2,4.05 Method Not Allowed,49177,78e1,,,0
111.61.24.150,/device/command,1,ACK,2,4.05 Method Not Allowed,42659,f6d7,,,0
111.61.24.150,/device/command/control,1,ACK,2,2.05 Content,42619,ee7e,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
111.61.24.150,/device/command/data,1,ACK,2,2.05 Content,41122,975b,{'CONTENT_FORMAT': 'TEXT'},[],2
111.61.24.150,/device/inform,1,ACK,2,4.05 Method Not Allowed,14909,6b81,,,0
