saddr,uri,version,mtype,token_size,code,mid,token,options,payload,payload_size
117.139.247.81,/qlink,1,ACK,2,4.05 Method Not Allowed,1809,a1f1,,,0
117.139.247.81,/qlink/ack,,,,,,,,Network error: MessageError,
117.139.247.81,/qlink/queryGwExt,1,ACK,2,2.05 Content,23245,52ee,{'CONTENT_FORMAT': 'TEXT'},"{""gatewayMac"":""14ADCAAB5FD8"",""firmwareVersion"":""CIOT;GM220-S"",""type"":1,""gatewayManufacturer"":""CIOT"",""softwareVersion"":""V1A0.A04.01;1.0;2.6.1-230712"",""gatewaySn"":""CIOT12AB5FD8"",""andlinkVersion"":""2.6.0"",""provinceAbb"":""SCH""}",221
117.139.247.81,/qlink/request,1,ACK,2,2.05 Content,47280,13c4,{'CONTENT_FORMAT': 'TEXT'},"should post example,should post example should post exampleshould post exampleshould post exampleshould post examplepost exampleshould post exampleshould post example::{""deviceId"":""50294D0120011"",""deviceType"":""111"",""ipAddress"":""192.168.1.15""}",242
117.139.247.81,/qlink/searchgw,1,ACK,2,2.05 Content,3684,a361,{'CONTENT_FORMAT': 'TEXT'},"{""result"":1}",12
117.139.247.81,/qlink/success,1,ACK,2,2.05 Content,63784,75e6,{'CONTENT_FORMAT': 'TEXT'},,0
117.139.247.81,/qlink/wlantest,,,,,,,,Network error: MessageError,
117.139.247.81,/gw,1,ACK,2,4.05 Method Not Allowed,56361,037e,,,0
117.139.247.81,/gw/query,1,ACK,2,4.05 Method Not Allowed,10605,b05b,,,0
117.139.247.81,/gw/query/DiagnotorConnection,1,ACK,2,2.05 Content,31037,44ff,{'CONTENT_FORMAT': 'TEXT'},"090_14ADCAAB5FD8{""apmsOnlineStatus"":0}",38
117.139.247.81,/gw/query/apdevices,1,ACK,2,2.05 Content,10410,54c0,{'CONTENT_FORMAT': 'TEXT'},"{""APDevices"":[]}",16
117.139.247.81,/gw/query/config,1,ACK,2,2.05 Content,44253,20a0,{'CONTENT_FORMAT': 'TEXT'},"""respCode"":1",12
117.139.247.81,/basic,1,ACK,2,4.05 Method Not Allowed,16668,97d9,,,0
117.139.247.81,/basic/regist,1,ACK,2,2.05 Content,18741,2cee,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""ClientId"":""1391234567"",""ClientType"":0,""password"":""123456""}",80
117.139.247.81,/basic/show,1,ACK,2,2.05 Content,9339,fc9a,{'CONTENT_FORMAT': 'TEXT'},"userIp:null
SUCCESS_RESP:
userDevices:
toLinkDevices:
",54
117.139.247.81,/device,1,ACK,2,4.05 Method Not Allowed,34422,3c41,,,0
117.139.247.81,/device/command,1,ACK,2,4.05 Method Not Allowed,46459,2fdb,,,0
117.139.247.81,/device/command/control,1,ACK,2,2.05 Content,59751,c68d,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
117.139.247.81,/device/command/data,1,ACK,2,2.05 Content,8017,99e2,{'CONTENT_FORMAT': 'TEXT'},[],2
117.139.247.81,/device/inform,1,ACK,2,4.05 Method Not Allowed,45100,6b4b,,,0
117.139.247.81,/device/inform/boot,1,ACK,2,2.05 Content,32234,4042,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceId"":""50292222111"",""deviceMac"":""50294D0120011"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",194
117.139.247.81,/device/inform/bootstrap,1,ACK,2,2.05 Content,47853,43eb,{'CONTENT_FORMAT': 'TEXT'},"should post example:{""deviceMac"":""50294D0120011"",""productToken"":""*****"",""deviceType"":""30102"",""ipAddress"":""192.168.1.15"",""firmwareVersion"":""f1.0"",""softwareVersion"":""s1.0"",""timestamp"":734354788}",192
117.139.247.81,/device/inform/data,1,ACK,2,2.05 Content,30937,0548,{'CONTENT_FORMAT': 'TEXT'},"
 postRequestText: null",23
117.139.247.81,/device/inform/heartbeat,1,ACK,2,2.05 Content,48056,86b7,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
117.139.247.81,/device/inform/offline,1,ACK,2,2.05 Content,6000,a629,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
117.139.247.81,/device/inform/requestSync,1,ACK,2,2.05 Content,3267,baea,{'CONTENT_FORMAT': 'TEXT'},"{""respCode"":1}",14
